Name,GeneID,RAPDB,Product
XM_015778529.2,LOC4335002,Os04g0132300,protein AAR2 homolog%2C transcript variant X3
XM_015778530.1,LOC4337239,Os04g0652900,peptidyl-tRNA hydrolase 2%2C mitochondrial
XM_015778531.2,LOC4337290,Os04g0661800,mediator of RNA polymerase II transcription subunit 7a%2C transcript variant X1
XM_015778532.2,LOC4337290,Os04g0661800,mediator of RNA polymerase II transcription subunit 7a%2C transcript variant X2
XM_015778533.2,LOC4335539,Os04g0347900,uncharacterized LOC4335539%2C transcript variant X1
XM_015778534.2,LOC4335539,Os04g0347900,uncharacterized LOC4335539%2C transcript variant X2
XM_015778535.2,LOC4335091,Os04g0178400,9-beta-pimara-7%2C15-diene oxidase-like
XM_015778536.2,LOC4336535,Os04g0540200,B-box zinc finger protein 20%2C transcript variant X1
XM_015778537.2,LOC4336535,Os04g0540200,B-box zinc finger protein 20%2C transcript variant X2
XM_015778538.2,LOC4336570,Os04g0546500,oleosin 16 kDa-like
XM_015778539.2,LOC4324960,Os01g0894000,putative metallophosphoesterase At3g03305
XM_015778541.2,LOC4335947,Os04g0443700,uncharacterized LOC4335947
XM_015778542.2,LOC9272075,Os04g0384200,uncharacterized LOC9272075%2C transcript variant X3
XM_015778544.2,LOC4335648,0,uncharacterized LOC4335648
XM_015778545.2,LOC4335876,Os04g0431800,uncharacterized LOC4335876
XM_015778547.2,LOC4334962,Os04g0118700,pentatricopeptide repeat-containing protein At3g57430%2C chloroplastic
XM_015778548.2,LOC4326050,Os01g0941500,glucan endo-1%2C3-beta-glucosidase GII%2C transcript variant X1
XM_015778549.2,LOC107280527,0,probable disease resistance protein RF45
XM_015778550.2,LOC4335592,Os04g0370600,F-box/LRR-repeat protein 14
XM_015778551.2,LOC4337258,Os04g0656500,squamosa promoter-binding-like protein 8
XM_015778552.2,LOC4337259,Os04g0656800,peroxidase 16
XM_015778553.2,LOC4337384,Os04g0674800,endoglucanase 13-like
XM_015778554.2,LOC4334953,Os04g0117200,paramyosin
XM_015778555.2,LOC4335423,0,G-type lectin S-receptor-like serine/threonine-protein kinase SD2-5
XM_015778556.2,LOC4326501,Os01g0348000,ervatamin-B
XM_015778557.2,LOC4335910,Os04g0437000,NAC domain-containing protein 104
XM_015778558.2,LOC4337293,Os04g0662100,U3 small nucleolar ribonucleoprotein protein IMP3
XM_015778560.2,LOC4336852,Os04g0597600,protein NRT1/ PTR FAMILY 8.3%2C transcript variant X1
XM_015778561.2,LOC4336730,Os04g0574200,fasciclin-like arabinogalactan protein 8
XM_015778562.2,LOC4335583,Os04g0367400,reticulon-like protein B12%2C transcript variant X1
XM_015778563.2,LOC4335758,Os04g0407800,gibberellin 2-beta-dioxygenase 8
XM_015778564.2,LOC4336818,Os04g0590200,AT-hook motif nuclear-localized protein 23
XM_015778565.2,LOC4337261,Os04g0657300,farnesyl pyrophosphate synthase 2
XM_015778566.2,LOC9272700,Os04g0584300,probable protein phosphatase 2C 43%2C transcript variant X1
XM_015778567.1,LOC4335725,Os04g0401000,protein PYRICULARIA ORYZAE RESISTANCE 21-like
XM_015778568.2,LOC4336569,Os04g0546400,ubiquitin carboxyl-terminal hydrolase 3%2C transcript variant X1
XM_015778569.2,LOC4336569,Os04g0546400,ubiquitin carboxyl-terminal hydrolase 3%2C transcript variant X2
XM_015778570.2,LOC4337397,Os04g0676400,uncharacterized LOC4337397
XM_015778571.2,LOC4336994,Os04g0616000,uncharacterized protein At4g15545
XM_015778572.2,LOC4336384,Os04g0512400,BRCA1-associated RING domain protein 1%2C transcript variant X1
XM_015778573.2,LOC4336384,Os04g0512400,BRCA1-associated RING domain protein 1%2C transcript variant X2
XM_015778574.2,LOC4337127,Os04g0634800,uncharacterized LOC4337127
XM_015778575.2,LOC4327450,Os01g0819400,ubiquitin-conjugating enzyme E2-17 kDa%2C transcript variant X1
XM_015778576.2,LOC4336796,Os04g0586100,uncharacterized LOC4336796
XM_015778577.2,LOC4336754,0,probable ferric reduction oxidase 1
XM_015778578.1,LOC107280532,0,ferric reduction oxidase 4-like
XM_015778579.2,LOC4337341,Os04g0669200,ethylene-responsive transcription factor 7
XM_015778580.1,LOC4327450,Os01g0819400,ubiquitin-conjugating enzyme E2-17 kDa%2C transcript variant X3
XM_015778581.2,LOC4335697,Os04g0395700,histone H2A.Z-specific chaperone CHZ1%2C transcript variant X1
XM_015778582.2,LOC4336948,Os04g0610500,methionine aminopeptidase 1B%2C chloroplastic
XM_015778583.2,LOC4337416,Os04g0678800,probable N-acetylglucosaminyl-phosphatidylinositol de-N-acetylase
XM_015778584.2,LOC4335373,Os04g0282200,uncharacterized LOC4335373%2C transcript variant X1
XM_015778585.2,LOC4335373,Os04g0282200,uncharacterized LOC4335373%2C transcript variant X2
XM_015778586.2,LOC4335373,Os04g0282200,uncharacterized LOC4335373%2C transcript variant X3
XM_015778587.2,LOC4335373,Os04g0282200,uncharacterized LOC4335373%2C transcript variant X4
XM_015778588.2,LOC4335373,Os04g0282200,uncharacterized LOC4335373%2C transcript variant X7
XM_015778589.2,LOC4327450,Os01g0819400,ubiquitin-conjugating enzyme E2-17 kDa%2C transcript variant X4
XM_015778590.2,LOC4335373,Os04g0282200,uncharacterized LOC4335373%2C transcript variant X6
XM_015778592.2,LOC4335046,Os04g0165500,uncharacterized LOC4335046%2C transcript variant X1
XM_015778593.2,LOC4335046,Os04g0165500,uncharacterized LOC4335046%2C transcript variant X3
XM_015778594.2,LOC4335046,Os04g0165500,uncharacterized LOC4335046%2C transcript variant X2
XM_015778595.1,LOC4336772,Os04g0582600,uncharacterized LOC4336772%2C transcript variant X1
XM_015778596.1,LOC4336772,Os04g0582600,uncharacterized LOC4336772%2C transcript variant X2
XM_015778597.2,LOC4327450,Os01g0819400,ubiquitin-conjugating enzyme E2-17 kDa%2C transcript variant X2
XM_015778598.2,LOC4336457,Os04g0527000,GEM-like protein 4
XM_015778599.2,LOC4336149,Os04g0475500,protein THYLAKOID ASSEMBLY 8%2C chloroplastic
XM_015778600.2,LOC4337277,Os04g0659800,probable amino acid permease 7
XM_015778601.2,LOC4336750,Os04g0578000,1-aminocyclopropane-1-carboxylate synthase
XM_015778602.2,LOC4337390,Os04g0675600,pentatricopeptide repeat-containing protein At1g62670%2C mitochondrial
XM_015778603.2,LOC4336578,Os04g0548400,putative kinase-like protein TMKL1
XM_015778605.2,LOC4336472,Os04g0529100,ethylene-responsive transcription factor ERF054
XM_015778606.2,LOC4336017,Os04g0454200,sugar transport protein MST1-like
XM_015778607.2,LOC4337098,Os04g0630600,anthocyanidin reductase ((2S)-flavan-3-ol-forming)
XM_015778608.1,LOC4337349,Os04g0670000,reticulon-like protein B11
XM_015778609.2,LOC4335615,0,TBC domain-containing protein C1952.17c-like
XM_015778610.2,LOC4336795,Os04g0586000,uncharacterized LOC4336795
XM_015778611.2,LOC9266478,Os04g0464966,MEIOTIC F-BOX protein MOF-like
XM_015778612.2,LOC4335949,Os04g0444300,protein AUXIN-REGULATED GENE INVOLVED IN ORGAN SIZE-like%2C transcript variant X1
XM_015778613.2,LOC4335949,Os04g0444300,protein AUXIN-REGULATED GENE INVOLVED IN ORGAN SIZE-like%2C transcript variant X2
XM_015778614.2,LOC4325139,Os01g0756200,basic leucine zipper 6-like%2C transcript variant X1
XM_015778615.2,LOC4335556,Os04g0352400,70 kDa peptidyl-prolyl isomerase
XM_015778616.2,LOC4336277,Os04g0496000,(+)-neomenthol dehydrogenase
XM_015778617.2,LOC4337028,Os04g0620200,uncharacterized LOC4337028%2C transcript variant X1
XM_015778618.2,LOC4337028,Os04g0620200,uncharacterized LOC4337028%2C transcript variant X2
XM_015778619.2,LOC4336090,Os04g0465500,uncharacterized LOC4336090%2C transcript variant X2
XM_015778620.2,LOC4336090,Os04g0465500,uncharacterized LOC4336090%2C transcript variant X3
XM_015778621.2,LOC9272089,Os04g0581400,B3 domain-containing protein Os04g0581400-like
XM_015778622.2,LOC4335049,Os04g0166000,uncharacterized LOC4335049
XM_015778624.2,LOC4326916,Os01g0281600,blue copper protein
XM_015778626.2,LOC4336788,Os04g0585100,protein S-acyltransferase 21%2C transcript variant X1
XM_015778627.2,LOC4335013,Os04g0137001,probable pectate lyase 8%2C transcript variant X1
XM_015778628.2,LOC4335580,Os04g0365100,wall-associated receptor kinase 2%2C transcript variant X1
XM_015778629.2,LOC4335580,Os04g0365100,wall-associated receptor kinase 2%2C transcript variant X2
XM_015778630.2,LOC4337439,Os04g0682500,putative threonine aspartase
XM_015778631.2,LOC4335760,Os04g0408600,uncharacterized LOC4335760
XM_015778632.2,LOC4336129,Os04g0472300,glycerophosphodiester phosphodiesterase GDPDL3
XM_015778633.2,LOC4336765,Os04g0581100,protein DMR6-LIKE OXYGENASE 1
XM_015778634.2,LOC4335485,Os04g0324100,UDP-glycosyltransferase 85A3
XM_015778635.2,LOC4326386,Os01g0594500,uncharacterized LOC4326386
XM_015778636.2,LOC4337163,Os04g0640300,uncharacterized LOC4337163%2C transcript variant X1
XM_015778637.2,LOC4337163,Os04g0640300,uncharacterized LOC4337163%2C transcript variant X2
XM_015778638.2,LOC4337163,Os04g0640300,uncharacterized LOC4337163%2C transcript variant X3
XM_015778639.2,LOC4336717,Os04g0571600,protein DETOXIFICATION 49
XM_015778640.2,LOC4337490,Os04g0689400,probable receptor-like protein kinase At1g49730
XM_015778641.2,LOC4334999,Os04g0129600,uncharacterized LOC4334999
XM_015778642.2,LOC4335515,Os04g0339400,probable aldo-keto reductase 3
XM_015778643.1,LOC4336881,Os04g0601400,uncharacterized LOC4336881
XM_015778644.2,LOC4336065,Os04g0462400,lysine histidine transporter-like 6
XM_015778645.2,LOC4335925,Os04g0439600,serine/threonine-protein kinase-like protein CCR4
XM_015778646.2,LOC4326140,Os01g0111100,peptidyl-prolyl cis-trans isomerase CYP26-2%2C chloroplastic
XM_015778647.2,LOC4336542,Os04g0541700,homeobox-leucine zipper protein HOX22
XM_015778648.2,LOC4336576,Os04g0548100,disease resistance protein RPM1%2C transcript variant X1
XM_015778649.2,LOC4336576,Os04g0548100,disease resistance protein RPM1%2C transcript variant X2
XM_015778650.2,LOC4335334,Os04g0268700,glycine-rich cell wall structural protein 1
XM_015778651.2,LOC9269269,Os04g0269100,tropinone reductase homolog At2g29360%2C transcript variant X1
XM_015778656.2,LOC4326659,Os01g0627800,cytochrome P450 72A13
XM_015778657.2,LOC4336503,Os04g0533500,probable ascorbate-specific transmembrane electron transporter 2
XM_015778658.1,LOC4335774,Os04g0411400,CEN-like protein 2
XM_015778659.2,LOC4337097,Os04g0630400,anthocyanidin reductase ((2S)-flavan-3-ol-forming)
XM_015778660.2,LOC4336748,Os04g0577800,protein FATTY ACID EXPORT 4%2C chloroplastic
XM_015778661.2,LOC4335351,Os04g0274400,chromatin-remodeling complex subunit ies6
XM_015778662.2,LOC4336753,Os04g0578400,beta-carotene hydroxylase 2%2C chloroplastic
XM_015778666.2,LOC9269401,Os01g0607600,transcriptional corepressor LEUNIG
XM_015778667.2,LOC4335974,Os04g0447500,D-galacturonate reductase
XM_015778668.1,LOC4335417,Os04g0301500,transcription factor bHLH35
XM_015778669.2,LOC4336422,Os04g0520700,uncharacterized LOC4336422
XM_015778670.2,LOC4337372,Os04g0673300,two-component response regulator ORR6-like
XM_015778671.2,LOC4334994,Os04g0128900,probable indole-3-pyruvate monooxygenase YUCCA5
XM_015778672.2,LOC4335744,Os04g0404400,desiccation-related protein PCC13-62
XM_015778674.2,LOC4335054,Os04g0167800,deoxymugineic acid synthase 1
XM_015778675.2,LOC4336672,Os04g0564000,protein RKD5%2C transcript variant X1
XM_015778676.2,LOC4336672,Os04g0564000,protein RKD5%2C transcript variant X2
XM_015778677.2,LOC4336633,Os04g0557000,5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase%2C chloroplastic%2C transcript variant X1
XM_015778678.2,LOC4336633,Os04g0557000,5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase%2C chloroplastic%2C transcript variant X3
XM_015778679.2,LOC4336922,Os04g0607000,probable plastid-lipid-associated protein 8%2C chloroplastic
XM_015778680.2,LOC4336797,Os04g0586200,uncharacterized LOC4336797
XM_015778681.2,LOC4335798,Os04g0414500,probable F-box protein At2g36090
XM_015778682.2,LOC9266763,Os04g0414300,small RNA-binding protein 11%2C chloroplastic%2C transcript variant X1
XM_015778683.2,LOC9266763,Os04g0414300,small RNA-binding protein 11%2C chloroplastic%2C transcript variant X2
XM_015778684.2,LOC9270694,0,probable LRR receptor-like serine/threonine-protein kinase At3g47570
XM_015778685.2,LOC107275257,Os04g0227000,protein NSP-INTERACTING KINASE 2
XM_015778686.2,LOC4335447,Os04g0309600,sucrose synthase 5-like
XM_015778688.2,LOC9272060,Os04g0201000,uncharacterized LOC9272060%2C transcript variant X2
XM_015778689.2,LOC9272060,Os04g0201000,uncharacterized LOC9272060%2C transcript variant X1
XM_015778691.2,LOC9272060,Os04g0201000,uncharacterized LOC9272060%2C transcript variant X3
XM_015778692.2,LOC9272060,Os04g0201000,uncharacterized LOC9272060%2C transcript variant X4
XM_015778693.2,LOC4335750,Os04g0405500,serine/arginine repetitive matrix protein 2
XM_015778694.2,LOC4324013,Os01g0968100,uncharacterized LOC4324013
XM_015778695.2,LOC4337219,Os04g0649500,uncharacterized LOC4337219
XM_015778696.1,LOC4336695,Os04g0567200,aluminum-activated malate transporter 10
XM_015778697.2,LOC4336972,Os04g0613200,polygalacturonase QRT3
XM_015778698.2,LOC4337311,Os04g0664600,agmatine hydroxycinnamoyltransferase 1-like
XM_015778699.2,LOC4336764,Os04g0581000,flavanone 3-dioxygenase 2-like
XM_015778700.2,LOC4336908,Os04g0604900,xyloglucan endotransglycosylase/hydrolase protein 8-like
XM_015778701.2,LOC4336907,Os04g0604800,xyloglucan endotransglucosylase/hydrolase protein 24
XM_015778702.2,LOC4335541,Os04g0348100,protein CMSS1
XM_015778703.2,LOC4335661,Os04g0387600,uncharacterized LOC4335661
XM_015778704.2,LOC4326588,Os01g0631900,aspartic proteinase oryzasin-1-like%2C transcript variant X1
XM_015778705.2,LOC4335223,Os04g0229100,probable cinnamyl alcohol dehydrogenase 6
XM_015778706.2,LOC107280541,0,G-type lectin S-receptor-like serine/threonine-protein kinase At2g19130
XM_015778707.2,LOC4335222,Os04g0228400,expansin-A1-like
XM_015778708.2,LOC4335730,Os04g0401800,DNA cross-link repair protein SNM1%2C transcript variant X1
XM_015778709.2,LOC4335730,Os04g0401800,DNA cross-link repair protein SNM1%2C transcript variant X2
XM_015778710.2,LOC4334906,Os04g0105200,uncharacterized LOC4334906
XM_015778711.2,LOC4337468,Os04g0686000,E3 ubiquitin-protein ligase PUB23
XM_015778712.2,LOC4335581,Os04g0366000,putative wall-associated receptor kinase-like 16
XM_015778713.2,LOC9271063,Os01g0583300,uncharacterized LOC9271063
XM_015778714.1,LOC4335092,Os04g0179100,momilactone A synthase-like%2C transcript variant X1
XM_015778715.2,LOC4335092,Os04g0179100,momilactone A synthase-like%2C transcript variant X2
XM_015778716.2,LOC107277941,Os04g0286366,uncharacterized LOC107277941
XM_015778719.2,LOC4337404,Os04g0677300,NDR1/HIN1-like protein 6
XM_015778720.2,LOC4335576,Os04g0360500,L-gulonolactone oxidase 5
XM_015778721.2,LOC4335093,Os04g0179200,momilactone A synthase-like
XM_015778722.2,LOC4337237,Os04g0652600,uncharacterized LOC4337237%2C transcript variant X1
XM_015778723.2,LOC4337237,Os04g0652600,uncharacterized LOC4337237%2C transcript variant X3
XM_015778724.2,LOC4324836,Os01g0879200,dirigent protein 19
XM_015778725.2,LOC4336915,Os04g0606000,phenolic glucoside malonyltransferase 1
XM_015778726.2,LOC4336088,Os04g0465100,peroxidase 31
XM_015778727.2,LOC4336513,Os04g0535200,probable aspartyl protease At4g16563
XM_015778728.2,LOC4336406,Os04g0517000,uncharacterized LOC4336406
XM_015778729.2,LOC4335749,Os04g0405300,momilactone A synthase-like
XM_015778730.2,LOC4335683,0,4-sulfomuconolactone hydrolase-like
XM_015778731.2,LOC4335705,Os04g0397700,protein MHF1 homolog
XM_015778732.2,LOC4337327,Os04g0667400,flavanone 3-dioxygenase 3-like
XM_015778733.2,LOC4327533,Os01g0802700,probable auxin efflux carrier component 9
XM_015778734.2,LOC4334949,Os04g0116600,very-long-chain 3-oxoacyl-CoA reductase 1%2C transcript variant X1
XM_015778735.2,LOC4337154,Os04g0638700,uncharacterized LOC4337154%2C transcript variant X1
XM_015778737.2,LOC4337154,Os04g0638700,uncharacterized LOC4337154%2C transcript variant X2
XM_015778738.2,LOC4336343,Os04g0506800,sialyltransferase-like protein 3
XM_015778739.2,LOC4336766,Os04g0581300,mitochondrial import inner membrane translocase subunit Tim13-like
XM_015778740.2,LOC4335746,Os04g0404900,heparan-alpha-glucosaminide N-acetyltransferase
XM_015778741.2,LOC4327191,Os01g0228800,uncharacterized LOC4327191%2C transcript variant X1
XM_015778742.2,LOC4336520,Os04g0537100,auxin-responsive protein SAUR36
XM_015778743.2,LOC4335425,Os04g0304000,uncharacterized LOC4335425%2C transcript variant X2
XM_015778744.2,LOC4335966,Os04g0446200,uncharacterized LOC4335966
XM_015778745.2,LOC9269196,Os01g0895300,cytochrome b561 and DOMON domain-containing protein At3g07570
XM_015778746.2,LOC4336091,Os04g0465600,MLP-like protein 423
XM_015778747.2,LOC9272088,Os04g0177400,riboflavin biosynthesis protein PYRD%2C chloroplastic
XM_015778749.2,LOC4336400,Os04g0515900,protein CUP-SHAPED COTYLEDON 1
XM_015778750.2,LOC4337436,Os04g0682100,elicitor-responsive protein 3
XM_015778751.2,LOC4335390,Os04g0288100,germin-like protein 8-14
XM_015778752.2,LOC4336363,Os04g0509400,uncharacterized LOC4336363%2C transcript variant X1
XM_015778753.2,LOC4336363,Os04g0509400,uncharacterized LOC4336363%2C transcript variant X2
XM_015778754.2,LOC4325984,Os01g0127000,multicopper oxidase LPR1 homolog 3-like
XM_015778755.2,LOC4336995,Os04g0616100,protein unc-45 homolog A
XM_015778756.2,LOC4335822,Os04g0419550,RING-H2 finger protein ATL72%2C transcript variant X1
XM_015778757.2,LOC4336039,Os04g0458600,aldose 1-epimerase
XM_015778758.2,LOC4335352,Os04g0275100,wall-associated receptor kinase 2
XM_015778759.2,LOC4335763,Os04g0409200,1%2C4-alpha-glucan-branching enzyme 1%2C chloroplastic/amyloplastic
XM_015778760.2,LOC9270804,Os04g0582700,uncharacterized LOC9270804
XM_015778761.2,LOC107276827,Os04g0475200,G-type lectin S-receptor-like serine/threonine-protein kinase LECRK1
XM_015778762.2,LOC4335140,Os04g0197100,cysteine-rich receptor-like protein kinase 10
XM_015778763.2,LOC107275983,Os04g0506700,G-type lectin S-receptor-like serine/threonine-protein kinase At2g19130
XM_015778764.2,LOC4326649,Os01g0615500,ABC transporter G family member 10
XM_015778765.2,LOC4337470,Os04g0686300,UPF0235 protein C15orf40 homolog
XM_015778766.2,LOC4335495,Os04g0330200,jacalin-related lectin 9
XM_015778767.2,LOC4335170,Os04g0208200,senescence-specific cysteine protease SAG39
XM_015778768.2,LOC4336630,Os04g0556600,cis-zeatin O-glucosyltransferase 1
XM_015778769.2,LOC4335578,Os04g0363700,single-stranded DNA-binding protein%2C mitochondrial
XM_015778770.2,LOC4336471,Os04g0528800,ferredoxin-thioredoxin reductase%2C variable chain
XM_015778771.2,LOC107277524,Os04g0693100,uncharacterized LOC107277524
XM_015778772.2,LOC4335698,Os04g0395800,protein TIFY 9-like
XM_015778773.2,LOC4335196,Os04g0220300,wall-associated receptor kinase 2
XM_015778774.2,LOC4335494,Os04g0329500,uncharacterized LOC4335494%2C transcript variant X1
XM_015778775.2,LOC4325252,Os01g0213800,transcription factor PCF5-like
XM_015778776.2,LOC4335494,Os04g0329500,uncharacterized LOC4335494%2C transcript variant X2
XM_015778777.2,LOC4335486,Os04g0325300,putative disease resistance protein RGA3
XM_015778778.2,LOC4336511,Os04g0534600,peroxisomal membrane protein 11-4-like
XM_015778779.2,LOC4335463,Os04g0317300,uncharacterized LOC4335463%2C transcript variant X1
XM_015778780.2,LOC4335463,Os04g0317300,uncharacterized LOC4335463%2C transcript variant X2
XM_015778781.2,LOC4336258,Os04g0492800,probable calcium-binding protein CML22
XM_015778784.2,LOC4335529,Os04g0345400,alpha-humulene synthase%2C transcript variant X1
XM_015778785.2,LOC4335529,Os04g0345400,alpha-humulene synthase%2C transcript variant X2
XM_015778786.2,LOC4336751,Os04g0578200,uncharacterized LOC4336751
XM_015778787.2,LOC4336670,Os04g0563700,cyclin-B2-1-like%2C transcript variant X1
XM_015778788.2,LOC4335303,Os04g0249500,sucrose synthase 7-like
XM_015778789.2,LOC107280547,Os01g0918400,uncharacterized LOC107280547
XM_015778790.2,LOC4337248,Os04g0654600,probable receptor-like serine/threonine-protein kinase At5g57670
XM_015778791.2,LOC9267997,Os04g0107900,heat shock protein 82
XM_015778792.2,LOC4336811,Os04g0589200,uncharacterized LOC4336811
XM_015778793.2,LOC9268987,Os04g0417600,translation initiation factor IF-2
XM_015778794.2,LOC4337494,Os04g0690100,uncharacterized LOC4337494
XM_015778795.2,LOC4336539,Os04g0540900,probable receptor-like protein kinase At1g33260
XM_015778796.2,LOC4335601,Os04g0373000,probable magnesium transporter NIPA2%2C transcript variant X1
XM_015778797.2,LOC4335601,Os04g0373000,probable magnesium transporter NIPA2%2C transcript variant X2
XM_015778798.2,LOC4335601,Os04g0373000,probable magnesium transporter NIPA2%2C transcript variant X3
XM_015778799.2,LOC4326225,Os01g0177100,transcriptional corepressor LEUNIG
XM_015778800.2,LOC4335601,Os04g0373000,probable magnesium transporter NIPA2%2C transcript variant X4
XM_015778801.2,LOC4335601,Os04g0373000,probable magnesium transporter NIPA2%2C transcript variant X5
XM_015778803.2,LOC4335962,Os04g0445700,3-oxoacyl-[acyl-carrier-protein] synthase I%2C chloroplastic
XM_015778804.2,LOC4336385,Os04g0512500,uncharacterized LOC4336385
XM_015778806.2,LOC9266316,Os04g0676800,uncharacterized LOC9266316%2C transcript variant X1
XM_015778807.2,LOC9266316,Os04g0676800,uncharacterized LOC9266316%2C transcript variant X2
XM_015778808.2,LOC9266316,Os04g0676800,uncharacterized LOC9266316%2C transcript variant X3
XM_015778809.2,LOC4337292,Os04g0662000,uncharacterized LOC4337292
XM_015778810.2,LOC4335731,Os04g0401900,uncharacterized LOC4335731
XM_015778811.2,LOC4325788,Os01g0302500,homeobox protein knotted-1-like 1
XM_015778812.2,LOC4335651,Os04g0385600,F-box protein At1g67340
XM_015778813.2,LOC4334944,Os04g0115500,uncharacterized LOC4334944
XM_015778814.2,LOC4334942,Os04g0115200,uncharacterized LOC4334942
XM_015778815.2,LOC4337104,Os04g0631200,xyloglucan endotransglucosylase/hydrolase protein 9%2C transcript variant X1
XM_015778816.2,LOC4337104,Os04g0631200,xyloglucan endotransglucosylase/hydrolase protein 9%2C transcript variant X2
XM_015778817.2,LOC4335779,Os04g0412200,ferredoxin-1
XM_015778818.2,LOC4336064,Os04g0462300,uncharacterized LOC4336064
XM_015778819.2,LOC4336063,Os04g0462200,non-specific lipid-transfer protein-like protein At2g13820
XM_015778820.2,LOC4336276,Os04g0495900,uncharacterized LOC4336276
XM_015778821.2,LOC4327143,Os01g0166500,uncharacterized LOC4327143
XM_015778822.2,LOC9269545,Os04g0448000,uncharacterized LOC9269545
XM_015778823.2,LOC4335978,Os04g0448100,uncharacterized LOC4335978
XM_015778824.2,LOC4334921,Os04g0109100,probable L-type lectin-domain containing receptor kinase S.5
XM_015778825.2,LOC4337427,Os04g0680300,uncharacterized LOC4337427
XM_015778826.2,LOC4336851,Os04g0597400,protein NRT1/ PTR FAMILY 8.3
XM_015778827.2,LOC4335030,Os04g0154800,uncharacterized LOC4335030
XM_015778829.2,LOC4335782,Os04g0412500,alpha carbonic anhydrase 1%2C chloroplastic
XM_015778831.2,LOC4336666,Os04g0562800,nitrate regulatory gene2 protein
XM_015778832.2,LOC4324921,Os01g0892300,probably inactive leucine-rich repeat receptor-like protein kinase At5g48380%2C transcript variant X1
XM_015778834.2,LOC4337460,Os04g0685200,probable aspartyl protease At4g16563
XM_015778835.1,LOC4337057,Os04g0624800,binding partner of ACD11 1%2C transcript variant X1
XM_015778837.1,LOC4324921,Os01g0892300,probably inactive leucine-rich repeat receptor-like protein kinase At5g48380%2C transcript variant X2
XM_015778838.2,LOC4337057,Os04g0624800,binding partner of ACD11 1%2C transcript variant X2
XM_015778839.2,LOC4335442,Os04g0308500,23 kDa jasmonate-induced protein
XM_015778840.2,LOC107280554,0,alanine and glycine-rich protein-like
XM_015778841.2,LOC4337025,Os04g0619800,uncharacterized LOC4337025
XM_015778842.2,LOC4336763,Os04g0580800,putative RING-H2 finger protein ATL50
XM_015778845.2,LOC4336787,Os04g0585000,probable E3 ubiquitin-protein ligase ATL44
XM_015778846.2,LOC4336879,Os04g0600900,growth-regulating factor 3-like%2C transcript variant X1
XM_015778847.2,LOC4336879,Os04g0600900,growth-regulating factor 3-like%2C transcript variant X2
XM_015778848.2,LOC4336879,Os04g0600900,growth-regulating factor 3-like%2C transcript variant X3
XM_015778849.2,LOC4335380,Os04g0284600,26S proteasome regulatory subunit 6A homolog
XM_015778850.2,LOC4334911,Os04g0106000,21 kDa protein
XM_015778851.2,LOC4336135,Os04g0472900,FT-interacting protein 1
XM_015778852.2,LOC107276663,Os04g0381700,transcription factor FER-LIKE IRON DEFICIENCY-INDUCED TRANSCRIPTION FACTOR
XM_015778853.2,LOC9269553,Os04g0368000,wall-associated receptor kinase 2
XM_015778854.2,LOC4335130,Os04g0194000,F-box protein At5g49610
XM_015778855.2,LOC4327517,Os01g0826000,copper transport protein CCH
XM_015778857.2,LOC4337401,Os04g0677000,uncharacterized LOC4337401%2C transcript variant X1
XM_015778858.2,LOC4337401,Os04g0677000,uncharacterized LOC4337401%2C transcript variant X4
XM_015778859.2,LOC4336388,Os04g0513100,probable inactive beta-glucosidase 14
XM_015778861.2,LOC107278612,Os04g0580866,probable E3 ubiquitin-protein ligase ATL45%2C transcript variant X1
XM_015778862.2,LOC107278021,Os04g0338400,(+)-germacrene D synthase%2C transcript variant X1
XM_015778863.2,LOC107278021,Os04g0338400,(+)-germacrene D synthase%2C transcript variant X2
XM_015778864.2,LOC4335005,Os04g0134800,peroxidase 5
XM_015778865.2,LOC9271066,Os01g0727600,uncharacterized LOC9271066
XM_015778866.2,LOC4336011,Os04g0452600,sugar transport protein MST1-like
XM_015778867.2,LOC4337373,Os04g0673400,uracil-DNA glycosylase%2C mitochondrial
XM_015778868.2,LOC4336681,Os04g0565200,cis-zeatin O-glucosyltransferase 1
XM_015778869.2,LOC4336071,Os04g0463000,probable inactive receptor kinase RLK902
XM_015778870.2,LOC4335606,Os04g0375900,kinesin-like protein KIN-10B
XM_015778871.2,LOC4336179,Os04g0480600,cytochrome P450 71A9%2C transcript variant X2
XM_015778872.2,LOC4335354,Os04g0276200,uncharacterized LOC4335354%2C transcript variant X1
XM_015778873.2,LOC4335354,Os04g0276200,uncharacterized LOC4335354%2C transcript variant X2
XM_015778874.2,LOC4335354,Os04g0276200,uncharacterized LOC4335354%2C transcript variant X3
XM_015778875.2,LOC9272673,Os01g0727700,uncharacterized LOC9272673
XM_015778876.1,LOC9272220,Os04g0192350,uncharacterized LOC9272220
XM_015778877.2,LOC9271757,Os04g0347200,acidic endochitinase
XM_015778878.2,LOC4336456,Os04g0526800,GEM-like protein 4
XM_015778879.2,LOC9268164,Os04g0584500,putative E3 ubiquitin-protein ligase LIN-2
XM_015778880.2,LOC107278728,Os04g0655400,rust resistance kinase Lr10
XM_015778882.2,LOC4336715,Os04g0571200,E3 ubiquitin ligase BIG BROTHER-related%2C transcript variant X1
