ID,Raw_kit_germfree1,Raw_kit_germfree3,Raw_kit_germfree4,Raw_kit_microbiota1,Raw_kit_microbiota2,Raw_kit_microbiota3,Raw_MH63_germfree2,Raw_MH63_germfree3,Raw_MH63_microbiota1,Raw_MH63_microbiota3,Scale_kit_germfree1,Scale_kit_germfree3,Scale_kit_germfree4,Scale_kit_microbiota1,Scale_kit_microbiota2,Scale_kit_microbiota3,Scale_MH63_germfree2,Scale_MH63_germfree3,Scale_MH63_microbiota1,Scale_MH63_microbiota3,Kit_microbiota_vs_germfree_log2FoldChange,Kit_microbiota_vs_germfree_pvalue,Kit_microbiota_vs_germfree_padj,MH63_microbiota_vs_germfree_log2FoldChange,MH63_microbiota_vs_germfree_pvalue,MH63_microbiota_vs_germfree_padj,cl,Kit_microbiota_vs_germfree_log2FoldChange,Kit_microbiota_vs_germfree_pvalue,Kit_microbiota_vs_germfree_padj,MH63_microbiota_vs_germfree_log2FoldChange,MH63_microbiota_vs_germfree_pvalue,MH63_microbiota_vs_germfree_padj,RAPDB,Product,Gene
LOC4350579,87.10811879,88.32473303,79.9859937,101.027599,195.885288,286.030242,107.2178491,112.6251357,26.36445205,11.03822991,-0.281787559,-0.266518678,-0.371172405,-0.10709383,1.08339915,2.214745863,-0.0294043,0.0384588,-1.044139135,-1.236487906,1.190770788,4.30E-04,0.001311171,-2.584560968,1.96E-06,1.53E-05,6,1.190770788,4.30E-04,0.001311171,-2.584560968,1.96E-06,1.53E-05,Os11g0513700,uncharacterized LOC4350579,LOC4350579
LOC107280570,1.17713674,0,3.403659306,12.50817892,24.48566101,17.6818695,0,0,0,0,-0.527075054,-0.657734759,-0.279935728,0.730646817,2.06012216,1.3049156,-0.657734759,-0.657734759,-0.657734759,-0.657734759,3.452629724,4.31E-04,0.001313747,0,0,0,6,3.452629724,4.31E-04,0.001313747,0,0,0,0,uncharacterized LOC107280570,LOC107280570
LOC4344618,0,1.20992785,0,12.50817892,20.4047175,7.280769795,0,0,0,0,-0.581762905,-0.411755649,-0.581762905,1.17576435,2.285308902,0.441259826,-0.581762905,-0.581762905,-0.581762905,-0.581762905,5.139374431,4.35E-04,0.001324407,0,0,0,6,5.139374431,4.35E-04,0.001324407,0,0,0,Os08g0136700,cysteine-rich repeat secretory protein 55,LOC4344618
LOC4351191,176.5705111,45.97725829,62.11678234,321.3639815,194.2529106,244.4258431,11.59111882,8.420570896,49.29006252,46.70020345,0.552299434,-0.639883578,-0.492546208,1.874115929,0.713721682,1.171749309,-0.953793909,-0.982737774,-0.609641059,-0.633283827,1.420297319,5.06E-04,0.001520088,2.257301019,5.57E-04,0.002591482,6,1.420297319,5.06E-04,0.001520088,2.257301019,5.57E-04,0.002591482,Os11g0701500,xylanase inhibitor protein 2-like,LOC4351191
LOC9269153,25.89700829,25.40848484,27.22927445,69.27606787,84.06743612,43.68461877,8.693339113,3.157714086,2.292561048,12.73641912,-0.156570628,-0.174165158,-0.108588084,1.405758051,1.938480037,0.484063223,-0.776173404,-0.975543003,-1.006702125,-0.630558909,1.330037641,5.27E-04,0.001577011,0.357879915,0.803111396,0.883173029,6,1.330037641,5.27E-04,0.001577011,0.357879915,0.803111396,0.883173029,Os02g0805250,transcription factor SPATULA%2C transcript variant X2,LOC9269153
LOC107278168,37.66837569,25.40848484,21.27287066,71.20040309,50.60369941,93.60989737,24.1481642,18.94628452,22.92561048,27.17102746,-0.064798765,-0.553043381,-0.717742348,1.270599083,0.450344661,2.163047073,-0.603235082,-0.810397591,-0.651922732,-0.482850918,1.359173256,5.38E-04,0.001608207,0.219035577,0.742957201,0.846227966,6,1.359173256,5.38E-04,0.001608207,0.219035577,0.742957201,0.846227966,Os11g0618900,U-box domain-containing protein 70,LOC107278168
LOC107280869,10.59423066,4.839711399,24.67652997,41.3732072,44.89037851,71.76758798,8.693339113,14.73599907,14.90164681,35.66197354,-0.788033511,-1.060895375,-0.120293554,0.671412281,0.838185885,2.112621707,-0.878168027,-0.591643404,-0.583788891,0.400602889,1.934686513,5.46E-04,0.00162761,1.123413404,0.197645504,0.342638269,6,1.934686513,5.46E-04,0.00162761,1.123413404,0.197645504,0.342638269,0,uncharacterized LOC107280869%2C transcript variant X2,LOC107280869
LOC107275760,5.885683702,6.049639248,5.10548896,21.16768741,31.01517061,22.88241936,0,0,0,0,-0.290061348,-0.275758119,-0.358124334,1.043117083,1.902196329,1.192707654,-0.803519316,-0.803519316,-0.803519316,-0.803519316,2.151988878,5.49E-04,0.001636469,0,0,0,6,2.151988878,5.49E-04,0.001636469,0,0,0,Os01g0636300,long-chain-fatty-acid--AMP ligase FadD26,LOC107275760
LOC4342603,15.30277762,10.88935065,19.57104101,50.03271569,28.56660451,76.96813783,0,0,0,0,-0.188243824,-0.36024203,-0.021902872,1.165236604,0.328668416,2.214952461,-0.784617189,-0.784617189,-0.784617189,-0.784617189,1.743802257,5.76E-04,0.001711035,0,0,0,6,1.743802257,5.76E-04,0.001711035,0,0,0,Os07g0188000,protein argonaute 14-like,LOC4342603
LOC112936130,9.417093923,7.259567098,16.16738171,46.18404525,25.30184971,48.88516862,0,0,0,0,-0.312242803,-0.426339124,0.044732133,1.632100984,0.527789484,1.774944278,-0.810246238,-0.810246238,-0.810246238,-0.810246238,1.8385369,6.07E-04,0.001793545,0,0,0,6,1.8385369,6.07E-04,0.001793545,0,0,0,Os02g0263432,putative disease resistance protein RGA1,LOC112936130
LOC4334182,15.30277762,8.469494948,2.55274448,42.33537481,36.72849151,30.16318915,22.21631107,32.62971222,4.585122095,1.698189216,-0.287335918,-0.737114667,-1.126565645,1.491997431,1.122942457,0.690802646,0.167725079,0.853153557,-0.992790956,-1.182813983,2.096761577,6.21E-04,0.001831457,-3.175643174,0.001837451,0.007370024,6,2.096761577,6.21E-04,0.001831457,-3.175643174,0.001837451,0.007370024,Os03g0760000,isoflavone 2'-hydroxylase,LOC4334182
LOC4346070,11.7713674,14.5191342,21.27287066,36.56236916,52.23607681,48.88516862,45.3985487,25.26171269,27.51073257,8.490946081,-1.098267657,-0.925026231,-0.499216101,0.464757452,1.452954656,1.241686322,1.021861623,-0.247727262,-0.105930873,-1.305091929,1.513401927,6.59E-04,0.001931932,-0.993254289,0.228631697,0.381504692,6,1.513401927,6.59E-04,0.001931932,-0.993254289,0.228631697,0.381504692,Os08g0521200,pollen receptor-like kinase 5,LOC4346070
LOC112939412,1.17713674,1.20992785,0,9.621676094,20.4047175,13.52142962,0,0,0,0,-0.466055734,-0.4615824,-0.62663969,0.685940881,2.156953886,1.21794182,-0.62663969,-0.62663969,-0.62663969,-0.62663969,4.330942081,6.86E-04,0.002001976,0,0,0,6,4.330942081,6.86E-04,0.002001976,0,0,0,0,uncharacterized LOC112939412,LOC112939412
LOC4338164,16.47991436,14.5191342,6.807318613,44.25971003,28.56660451,53.04560851,0,0,0,0,0.005734382,-0.094580805,-0.48912387,1.42697243,0.624099762,1.876466492,-0.837392098,-0.837392098,-0.837392098,-0.837392098,1.758521557,6.93E-04,0.002021594,0,0,0,6,1.758521557,6.93E-04,0.002021594,0,0,0,0,peroxidase 29-like,LOC4338164
LOC112936465,9.417093923,9.679422797,11.06189275,23.09202262,41.62562371,38.48406892,0.965926568,2.105142724,13.75536629,5.094567649,-0.424973065,-0.406730165,-0.310590306,0.526010149,1.814875628,1.59640532,-1.012684963,-0.933461483,-0.123280509,-0.725570605,1.769669364,7.33E-04,0.002128532,2.616485731,0.094863305,0.196982894,6,1.769669364,7.33E-04,0.002128532,2.616485731,0.094863305,0.196982894,Os09g0308033,leucine-rich repeat extensin-like protein 3,LOC112936465
LOC107275537,29.42841851,25.40848484,5.956403786,68.31390026,73.45698302,53.04560851,7.727412545,27.36685541,21.77932995,10.1891353,-0.115908737,-0.280041377,-1.074263791,1.471773377,1.681763844,0.848373778,-1.001954055,-0.200081717,-0.428218642,-0.901442681,1.710838044,7.49E-04,0.002171496,-0.14071008,0.886777949,0.93325455,6,1.710838044,7.49E-04,0.002171496,-0.14071008,0.886777949,0.93325455,Os05g0126000,uncharacterized LOC107275537,LOC107275537
LOC107279151,2.354273481,1.20992785,0,14.43251414,20.4047175,10.40109971,8.693339113,0,13.75536629,0.849094608,-0.661126217,-0.816932297,-0.981667592,0.98336237,1.796495719,0.434473239,0.201956527,-0.981667592,0.891166665,-0.866060822,3.789114173,7.63E-04,0.002208229,0.729142857,0.728395726,0.835754873,6,3.789114173,7.63E-04,0.002208229,0.729142857,0.728395726,0.835754873,0,uncharacterized LOC107279151,LOC107279151
LOC107276677,9.417093923,8.469494948,14.46555205,35.60020155,32.64754801,36.40384898,0,0,0,0,-0.277053291,-0.338346369,0.049493638,1.416535759,1.225550725,1.46851769,-0.886174538,-0.886174538,-0.886174538,-0.886174538,1.667084536,7.64E-04,0.002211107,0,0,0,6,1.667084536,7.64E-04,0.002211107,0,0,0,Os11g0141600,uncharacterized LOC107276677%2C transcript variant X1,LOC107276677
LOC4352852,107.1194434,232.3061471,106.3643533,292.4989532,517.4636359,680.2319209,33.80742988,11.57828498,11.46280524,15.28370295,-0.401054453,0.134813762,-0.404286655,0.392472208,1.355445266,2.052183399,-0.71487035,-0.810023365,-0.810517682,-0.79416213,1.742789269,7.78E-04,0.002247897,-0.760815255,0.393825565,0.560881672,6,1.742789269,7.78E-04,0.002247897,-0.760815255,0.393825565,0.560881672,Os12g0628600,thaumatin-like protein,LOC4352852
LOC9272107,4.708546961,3.629783549,5.10548896,37.52453676,17.1399627,16.64175953,0,0,0,0,-0.310773277,-0.399782787,-0.278021319,2.396896598,0.714951381,0.673844295,-0.699278723,-0.699278723,-0.699278723,-0.699278723,2.393576445,8.36E-04,0.002400327,0,0,0,6,2.393576445,8.36E-04,0.002400327,0,0,0,Os06g0278000,uncharacterized LOC9272107%2C transcript variant X2,LOC9272107
LOC4343847,2694.465999,245.6153535,242.5107256,16437.67144,10243.16819,16708.32657,16.42075166,7.367999534,244.1577516,236.8973957,-0.287872682,-0.638041184,-0.638485124,1.677309502,0.791538895,1.716011291,-0.670814408,-0.672108888,-0.638249611,-0.639287791,3.769171772,8.55E-04,0.002452043,4.323205655,5.72E-22,2.04E-20,6,3.769171772,8.55E-04,0.002452043,4.323205655,5.72E-22,2.04E-20,Os07g0604600,uncharacterized LOC4343847,LOC4343847
LOC4340683,25.89700829,16.9389899,34.03659306,64.46522983,61.21415251,59.28626833,1.931853136,6.315428172,1.146280524,10.1891353,-0.088722865,-0.442732104,0.232942943,1.435443105,1.306964756,1.23077728,-1.035794637,-0.862561451,-1.066839445,-0.709477582,1.247200067,8.57E-04,0.002456049,0.486847352,0.772587878,0.864509854,6,1.247200067,8.57E-04,0.002456049,0.486847352,0.772587878,0.864509854,Os06g0258000,protein ODORANT1,LOC4340683
LOC107281527,2.354273481,1.20992785,1.701829653,18.28118458,13.8752079,13.52142962,0,0,0,0,-0.383305409,-0.54338423,-0.474573673,1.844658834,1.228320962,1.178832059,-0.712637136,-0.712637136,-0.712637136,-0.712637136,3.11690363,8.72E-04,0.002496155,0,0,0,6,3.11690363,8.72E-04,0.002496155,0,0,0,0,uncharacterized LOC107281527,LOC107281527
LOC9271388,1.17713674,0,0,8.659508484,11.4266418,13.52142962,0,0,0,0,-0.42112288,-0.636527952,-0.636527952,0.948081536,1.454441189,1.83776787,-0.636527952,-0.636527952,-0.636527952,-0.636527952,4.873272031,8.87E-04,0.002534728,0,0,0,6,4.873272031,8.87E-04,0.002534728,0,0,0,Os02g0108900,uncharacterized LOC9271388,LOC9271388
LOC107276458,3.531410221,0,0,25.97852545,16.323774,143.535176,0,0,0,0,-0.344763341,-0.42379372,-0.42379372,0.157586685,-0.058479593,2.788418568,-0.42379372,-0.42379372,-0.42379372,-0.42379372,5.766923828,9.36E-04,0.002662491,0,0,0,6,5.766923828,9.36E-04,0.002662491,0,0,0,Os07g0127900,pathogenesis-related protein PRB1-3,LOC107276458
LOC4348993,22.36559807,14.5191342,21.27287066,50.03271569,53.05226551,42.6445088,12.55704538,6.315428172,3.438841571,3.396378432,-0.031254572,-0.444195957,-0.088762307,1.42480233,1.583714307,1.035977958,-0.547456188,-0.875938177,-1.027326328,-1.029561065,1.320072871,0.001010821,0.00285623,-1.468758237,0.253750964,0.412159935,6,1.320072871,0.001010821,0.00285623,-1.468758237,0.253750964,0.412159935,Os10g0494300,ABC transporter G family member 11,LOC4348993
LOC9269965,0,0,0.850914827,12.50817892,10.6104531,9.360989737,0,0,0,0,-0.637140049,-0.637140049,-0.474480827,1.753899084,1.391133511,1.152288526,-0.637140049,-0.637140049,-0.637140049,-0.637140049,4.825499495,0.001040924,0.002933481,0,0,0,6,4.825499495,0.001040924,0.002933481,0,0,0,0,MADS-box transcription factor 58-like%2C transcript variant X2,LOC9269965
LOC4324468,10.59423066,3.629783549,10.21097792,20.2055198,35.91230281,39.52417889,2.897779704,1.052571362,11.46280524,7.641851473,-0.275465264,-0.791324099,-0.303852918,0.43644601,1.599852474,1.867385296,-0.845543859,-0.982219034,-0.211129666,-0.494148939,1.949355607,0.001137006,0.003179656,2.256072912,0.117888792,0.232329268,6,1.949355607,0.001137006,0.003179656,2.256072912,0.117888792,0.232329268,Os01g0965800,uncharacterized LOC4324468,LOC4324468
LOC4337342,30.60555525,26.61841269,26.37835962,52.91921851,79.17030392,55.12582845,3.863706272,6.315428172,5.731402619,6.792756865,0.048681733,-0.106170689,-0.115493857,0.915298553,1.934836756,1.000998747,-0.989916719,-0.894696879,-0.917379231,-0.876158414,1.170411307,0.001175077,0.003275988,0.306398616,0.812607831,0.888763843,6,1.170411307,0.001175077,0.003275988,0.306398616,0.812607831,0.888763843,Os04g0669300,EH domain-containing protein 1,LOC4337342
LOC4347410,3.531410221,2.419855699,5.10548896,66.38956505,7.345698302,14.56153959,0,0,0,0,-0.314532041,-0.369126433,-0.23722061,2.772768365,-0.127191939,0.227216647,-0.487978497,-0.487978497,-0.487978497,-0.487978497,2.970385965,0.001194953,0.003324945,0,0,0,6,2.970385965,0.001194953,0.003324945,0,0,0,Os09g0483300,uncharacterized LOC4347410,LOC4347410
LOC9267611,34.13696547,25.40848484,11.91280757,35.60020155,105.2883423,78.00824781,31.87557675,33.68228359,0,0.849094608,-0.046611414,-0.310928969,-0.719607703,-0.002301414,2.108008472,1.281907323,-0.115091229,-0.06038018,-1.080353668,-1.054641219,1.634814033,0.001217113,0.003380823,-6.072415061,1.54E-04,8.20E-04,6,1.634814033,0.001217113,0.003380823,-6.072415061,1.54E-04,8.20E-04,Os08g0369800,carotenoid 9%2C10(9'%2C10')-cleavage dioxygenase%2C transcript variant X1,LOC9267611
LOC4336656,0,1.20992785,0.850914827,12.50817892,10.6104531,14.56153959,0,0,0,0,-0.66099714,-0.459754453,-0.519467721,1.419440574,1.103799074,1.760968226,-0.66099714,-0.66099714,-0.66099714,-0.66099714,4.166939955,0.001257473,0.003485792,0,0,0,6,4.166939955,0.001257473,0.003485792,0,0,0,Os04g0561200,protein GDAP2 homolog,LOC4336656
LOC4347145,70.62820442,72.59567098,197.4122398,295.3854561,210.5766847,256.9071628,0,0,0,0,-0.33698237,-0.320291471,0.738583356,1.569734007,0.850263235,1.243305421,-0.936153045,-0.936153045,-0.936153045,-0.936153045,1.151381493,0.001270234,0.003518769,0,0,0,6,1.151381493,0.001270234,0.003518769,0,0,0,Os09g0436000,uncharacterized LOC4347145%2C transcript variant X1,LOC4347145
LOC4327287,2256.571131,817.9112264,651.8007572,6028.94224,3331.682274,6590.136775,746.6612371,912.5793709,1149.719365,1577.617782,-0.06747062,-0.715488334,-0.790309719,1.631724091,0.416793286,1.884503777,-0.747581573,-0.672846822,-0.566031502,-0.373292584,2.097977683,0.001279604,0.003543116,0.718360366,0.001098689,0.004712028,6,2.097977683,0.001279604,0.003543116,0.718360366,0.001098689,0.004712028,Os01g0313300,ethylene-responsive transcription factor ERF071,LOC4327287
LOC4343630,0,1.20992785,1.701829653,10.5838437,16.323774,12.48131965,0,0,0,0,-0.669119048,-0.477730757,-0.399920955,1.005050004,1.913001212,1.305195735,-0.669119048,-0.669119048,-0.669119048,-0.669119048,3.678648192,0.001353093,0.003728835,0,0,0,6,3.678648192,0.001353093,0.003728835,0,0,0,Os07g0566500,NAC domain-containing protein 10-like,LOC4343630
LOC4348498,38.84551243,47.18718614,16.16738171,168.3793316,88.14837962,48.88516862,0,0,0,0,-0.035716677,0.119800298,-0.458513637,2.379231259,0.883455305,0.151456427,-0.759928244,-0.759928244,-0.759928244,-0.759928244,1.593982894,0.001400585,0.003847549,0,0,0,6,1.593982894,0.001400585,0.003847549,0,0,0,Os10g0378100,ent-kaurenoic acid oxidase-like%2C transcript variant X2,LOC4348498
LOC9271072,144.7878191,166.9700433,118.2771609,168.3793316,246.4889875,482.6110264,15.45482509,25.26171269,37.82725728,37.36016276,0.003151746,0.159911531,-0.184196694,0.169870846,0.721864766,2.390518001,-0.910832903,-0.841528509,-0.752728934,-0.756029849,1.062484303,0.001428346,0.003915423,0.888325472,0.159967465,0.293130854,6,1.062484303,0.001428346,0.003915423,0.888325472,0.159967465,0.293130854,Os04g0419100,extensin,LOC9271072
LOC4329855,22.36559807,61.70632033,57.01129338,101.9897666,121.6121163,92.5697874,9.659265681,3.157714086,4.585122095,3.396378432,-0.559583206,0.305771907,0.202498114,1.191863573,1.623485051,0.98465774,-0.83907705,-0.98208792,-0.950690051,-0.976838158,1.159743061,0.001476797,0.004033757,-0.696446788,0.625687871,0.760174203,6,1.159743061,0.001476797,0.004033757,-0.696446788,0.625687871,0.760174203,Os02g0595200,uncharacterized LOC4329855%2C transcript variant X1,LOC4329855
LOC9270269,8.239957182,0,8.509148266,38.48670437,48.97132201,12.48131965,0,0,0,0,-0.193919517,-0.65992731,-0.178695512,1.516674312,2.109628064,0.045949201,-0.65992731,-0.65992731,-0.65992731,-0.65992731,2.549759356,0.001604877,0.004355331,0,0,0,6,2.549759356,0.001604877,0.004355331,0,0,0,0,uncharacterized LOC9270269%2C transcript variant X1,LOC9270269
LOC4346222,35.31410221,67.75595958,42.54574133,120.2709512,83.25124742,93.60989737,32.84150331,7.367999534,3.438841571,2.547283824,-0.332078706,0.461224038,-0.155242987,1.745376374,0.84013127,1.093431977,-0.392541319,-1.015446482,-1.111526425,-1.133327741,1.034009085,0.001612651,0.004373996,-2.763343935,0.025902477,0.069426134,6,1.034009085,0.001612651,0.004373996,-2.763343935,0.025902477,0.069426134,Os08g0545700,traB domain-containing protein,LOC4346222
LOC4335688,2.354273481,1.20992785,0,14.43251414,14.6913966,10.40109971,0,0,0,0,-0.311816606,-0.494369182,-0.687383809,1.614973586,1.656272001,0.971859244,-0.687383809,-0.687383809,-0.687383809,-0.687383809,3.589799393,0.001627193,0.004411967,0,0,0,6,3.589799393,0.001627193,0.004411967,0,0,0,Os04g0394100,glycerophosphodiester phosphodiesterase GDPD2,LOC4335688
LOC4346592,25.89700829,31.45812409,26.37835962,73.12473831,47.33894461,63.44670821,10.62519225,12.63085634,8.023963666,4.245473041,-0.185068234,0.047783014,-0.164913419,1.792419064,0.712733899,1.387187189,-0.824519298,-0.740539499,-0.933436167,-1.091646549,1.135324359,0.001670174,0.004517465,-0.939837771,0.385513459,0.552512134,6,1.135324359,0.001670174,0.004517465,-0.939837771,0.385513459,0.552512134,Os09g0275200,SKP1-like protein 4,LOC4346592
LOC4324844,935.8237086,477.9215006,519.908959,1880.075509,1028.397762,1830.593548,249.2090546,298.9302668,596.0658724,517.947711,0.173093861,-0.601411825,-0.530393331,1.770221755,0.329675616,1.686526899,-0.988260998,-0.904161465,-0.401579883,-0.533710629,1.29344781,0.001697933,0.004585032,1.022777393,2.05E-06,1.59E-05,6,1.29344781,0.001697933,0.004585032,1.022777393,2.05E-06,1.59E-05,Os01g0880800,stearoyl-[acyl-carrier-protein] 9-desaturase 1%2C chloroplastic-like,LOC4324844
LOC112935997,36.49123895,33.87797979,32.33476341,94.29242572,63.66271862,58.24615836,0,0,0,0,0.140201395,0.060565308,0.013537552,1.901626522,0.968221193,0.803157708,-0.97182742,-0.97182742,-0.97182742,-0.97182742,1.076416265,0.001698619,0.004585763,0,0,0,6,1.076416265,0.001698619,0.004585763,0,0,0,0,uncharacterized LOC112935997%2C transcript variant X3,LOC112935997
LOC9267970,0,1.20992785,0.850914827,9.621676094,11.4266418,14.56153959,0,0,0,0,-0.657466096,-0.446297592,-0.508956074,1.021803413,1.336823775,1.883956958,-0.657466096,-0.657466096,-0.657466096,-0.657466096,4.086750665,0.001765961,0.004749704,0,0,0,6,4.086750665,0.001765961,0.004749704,0,0,0,Os07g0666400,uncharacterized LOC9267970,LOC9267970
LOC4323899,17.65705111,10.88935065,24.67652997,35.60020155,54.68464291,54.08571848,0,0,0,0,-0.095978449,-0.404951433,0.22448924,0.723199166,1.594481342,1.567138012,-0.902094469,-0.902094469,-0.902094469,-0.902094469,1.417799406,0.001795618,0.004822563,0,0,0,6,1.417799406,0.001795618,0.004822563,0,0,0,Os01g0303100,acidic endochitinase SE2,LOC4323899
LOC107277547,14.12564088,10.88935065,9.360063092,67.35173265,24.48566101,27.04285924,0,0,0,0,-0.0574634,-0.212451159,-0.285689599,2.491564052,0.438683787,0.561149447,-0.733948282,-0.733948282,-0.733948282,-0.733948282,1.797515873,0.001826786,0.004890129,0,0,0,6,1.797515873,0.001826786,0.004890129,0,0,0,Os03g0166100,probable prolyl 4-hydroxylase 7,LOC107277547
LOC4347412,144.7878191,49.60704184,52.75671925,198.2065275,129.7740033,261.0676027,74.37634574,63.15428172,44.70494043,49.24748727,0.507853211,-0.763541987,-0.721469576,1.221403692,0.307303333,2.061082369,-0.432681334,-0.582582173,-0.829022731,-0.768344805,1.256485124,0.001837064,0.004916025,-0.548264526,0.208424001,0.356480561,6,1.256485124,0.001837064,0.004916025,-0.548264526,0.208424001,0.356480561,Os09g0483500,uncharacterized LOC4347412,LOC4347412
LOC4342630,3.531410221,2.419855699,3.403659306,13.47034653,12.2428305,28.08296921,0,0,0,0,-0.304716162,-0.42639199,-0.31870036,0.783245138,0.648875635,2.382809464,-0.691280431,-0.691280431,-0.691280431,-0.691280431,2.50721574,0.002196758,0.005789082,0,0,0,6,2.50721574,0.002196758,0.005789082,0,0,0,Os07g0192700,AAA-ATPase At3g28610,LOC4342630
LOC4332378,15.30277762,0,2.55274448,68.31390026,53.05226551,160.1769355,0,0,0,0,-0.28102824,-0.574837611,-0.525825578,0.7367716,0.443752162,2.500518111,-0.574837611,-0.574837611,-0.574837611,-0.574837611,3.98820461,0.002197031,0.005789176,0,0,0,6,3.98820461,0.002197031,0.005789176,0,0,0,Os03g0269300,proline-rich receptor-like protein kinase PERK1,LOC4332378
LOC4329607,3.531410221,6.049639248,5.956403786,12.50817892,32.64754801,23.92252933,0,0,0,0,-0.433671308,-0.212160543,-0.220361806,0.355951432,2.127469038,1.359990964,-0.744304444,-0.744304444,-0.744304444,-0.744304444,2.147161407,0.002219156,0.005843058,0,0,0,6,2.147161407,0.002219156,0.005843058,0,0,0,Os02g0543900,uncharacterized LOC4329607%2C transcript variant X2,LOC4329607
LOC4340698,8.239957182,2.419855699,1.701829653,27.90286067,14.6913966,20.80219941,0,0,0,0,0.065339724,-0.50724989,-0.577890283,1.999803298,0.700041235,1.301230447,-0.745318632,-0.745318632,-0.745318632,-0.745318632,2.397240442,0.00225543,0.005932809,0,0,0,6,2.397240442,0.00225543,0.005932809,0,0,0,Os06g0264200,zinc finger protein CONSTANS-LIKE 16,LOC4340698
LOC4349488,2.354273481,4.839711399,3.403659306,27.90286067,20.4047175,9.360989737,0,0,0,0,-0.458297947,-0.203605968,-0.350763516,2.1597599,1.391397548,0.259706079,-0.699549024,-0.699549024,-0.699549024,-0.699549024,2.452990277,0.002287176,0.006007253,0,0,0,6,2.452990277,0.002287176,0.006007253,0,0,0,Os10g0575600,homeobox-leucine zipper protein ROC3-like%2C transcript variant X2,LOC4349488
LOC4326820,0,0,0,12.50817892,4.897132201,4.160439883,0,0,0,0,-0.526085142,-0.526085142,-0.526085142,2.525219252,0.668544476,0.488832263,-0.526085142,-0.526085142,-0.526085142,-0.526085142,5.195102505,0.00231654,0.006074571,0,0,0,6,5.195102505,0.00231654,0.006074571,0,0,0,Os01g0932500,potassium transporter 6-like,LOC4326820
LOC107276939,0,0,0,9.621676094,5.713320901,5.200549854,0,0,0,0,-0.587146687,-0.587146687,-0.587146687,2.163856384,1.046390255,0.899780172,-0.587146687,-0.587146687,-0.587146687,-0.587146687,5.124952457,0.002320614,0.006083946,0,0,0,6,5.124952457,0.002320614,0.006083946,0,0,0,Os08g0247801,receptor kinase-like protein Xa21,LOC107276939
LOC107277366,2.354273481,4.839711399,7.658233439,15.39468175,28.56660451,22.88241936,0,0,0,0,-0.552562284,-0.316399956,-0.048588508,0.686516413,1.938091405,1.397989241,-0.776261578,-0.776261578,-0.776261578,-0.776261578,2.133243064,0.002403909,0.00627939,0,0,0,6,2.133243064,0.002403909,0.00627939,0,0,0,Os04g0126600,subtilisin-like protease SBT3.9,LOC107277366
LOC9269267,21.18846133,21.77870129,42.54574133,63.50306222,70.19222822,61.36648827,0,0,0,0,-0.236587071,-0.216257619,0.499015086,1.220841576,1.451234441,1.147252223,-0.966374659,-0.966374659,-0.966374659,-0.966374659,1.166723406,0.002429082,0.00633633,0,0,0,6,1.166723406,0.002429082,0.00633633,0,0,0,Os07g0203925,serine/threonine-protein kinase STY46,LOC9269267
LOC107278654,41.19978591,29.03826839,62.11678234,82.7464144,95.49407792,91.52967742,10.62519225,29.47199814,48.143782,42.45473041,-0.419808488,-0.842369972,0.306968992,1.023761771,1.466689358,1.328943147,-1.482146774,-0.827299691,-0.178533887,-0.376204455,1.009686434,0.002465793,0.006423853,1.18050895,0.09314648,0.194215045,6,1.009686434,0.002465793,0.006423853,1.18050895,0.09314648,0.194215045,Os12g0485150,uncharacterized LOC107278654,LOC107278654
LOC112939630,2.354273481,0,1.701829653,15.39468175,10.6104531,12.48131965,0,0,0,0,-0.312442815,-0.699591601,-0.419734019,1.831988692,1.045245636,1.352900511,-0.699591601,-0.699591601,-0.699591601,-0.699591601,3.209219544,0.002530295,0.00657575,0,0,0,6,3.209219544,0.002530295,0.00657575,0,0,0,0,uncharacterized LOC112939630,LOC112939630
LOC9267503,25.89700829,20.56877344,39.14208202,94.29242572,47.33894461,63.44670821,0,0,0,0,-0.098486103,-0.263941838,0.312808347,2.025371879,0.567342535,1.06753105,-0.902656467,-0.902656467,-0.902656467,-0.902656467,1.241340887,0.002637923,0.006832176,0,0,0,6,1.241340887,0.002637923,0.006832176,0,0,0,0,abscisic acid 8'-hydroxylase 1-like,LOC9267503
LOC112937700,3.531410221,1.20992785,0.850914827,11.54601131,12.2428305,17.6818695,0,0,0,0,-0.178704445,-0.531810319,-0.5864175,1.040345399,1.146334121,1.973631646,-0.715844726,-0.715844726,-0.715844726,-0.715844726,2.938975073,0.002641421,0.006837609,0,0,0,6,2.938975073,0.002641421,0.006837609,0,0,0,0,vegetative cell wall protein gp1-like,LOC112937700
LOC112938812,16.47991436,14.5191342,17.01829653,40.41103959,39.17705761,37.44395895,0,0,0,0,-0.001467364,-0.116436043,0.030100217,1.401713825,1.32936034,1.227741573,-0.967753137,-0.967753137,-0.967753137,-0.967753137,1.280894753,0.002677017,0.006923876,0,0,0,6,1.280894753,0.002677017,0.006923876,0,0,0,0,uncharacterized LOC112938812,LOC112938812
LOC112939314,0,2.419855699,1.701829653,8.659508484,19.5885288,11.44120968,0,0,0,0,-0.651960129,-0.291856075,-0.398707112,0.636680393,2.263051968,1.050631472,-0.651960129,-0.651960129,-0.651960129,-0.651960129,3.255489092,0.002724478,0.007034704,0,0,0,6,3.255489092,0.002724478,0.007034704,0,0,0,Os06g0205337,uncharacterized LOC112939314,LOC112939314
